velocidad_mbps,datos_gb_mes,dispositivos,perfil
108.6279150516716,69.54091917477737,14,Básico
188.38369088173408,566.6738477191307,7,Premium
244.83887766955556,958.0490316603264,14,Estándar
311.0361119074965,183.54991293408304,13,Estándar
187.61225158703735,693.104841912459,15,Estándar
233.95468448590822,208.9243517724659,7,Estándar
374.99811437620946,540.4694076283505,1,Premium
23.15818543084596,105.70968515025243,15,Básico
129.9562874502903,455.86722689560327,4,Premium
358.10804501285344,758.6016956062936,2,Premium
448.12738465516367,354.09580899659227,2,Premium
258.2803338472547,668.2626072423459,2,Premium
268.39617520633124,797.4954611818318,4,Premium
58.050145613189144,927.9060412846582,14,Estándar
226.46912157761005,242.29566103689902,1,Estándar
268.64554689523646,405.32275665121506,15,Estándar
125.02289929919118,160.89185319711325,4,Estándar
138.27539931994357,992.5586671367914,2,Premium
191.7556607367882,927.7309582450523,5,Premium
14.935242899974552,544.557558977754,3,Básico
164.42918696367326,843.612961432657,15,Estándar
109.6667634632896,525.7483974993218,12,Estándar
167.11118932806775,627.3498311227321,8,Premium
64.28225525052935,98.23318779485645,4,Básico
445.811003966248,757.7177162918398,1,Premium
298.8282645092541,136.43634879888248,1,Estándar
341.15564797652235,827.806953950003,12,Empresarial
395.63976311063243,784.207806793682,10,Empresarial
251.72888846988334,711.6572507655467,3,Premium
48.02554260327473,45.79877671951449,15,Básico
270.8677382001811,310.0970723858753,9,Premium
295.48635342033515,270.4814442117344,7,Estándar
373.99253972124336,366.5350433968039,2,Premium
218.6714753836913,96.76631929620015,15,Básico
68.15224988380406,937.5882448007521,13,Estándar
145.46907337036862,558.2642183052525,9,Premium
184.72573671732437,312.4690675514433,10,Estándar
324.7290344591426,403.0117019035406,2,Premium
287.53526081111136,452.7305150997873,3,Premium
181.2678793194339,604.5883900270111,11,Estándar
493.32504815252497,520.5226334195328,13,Empresarial
304.8585355816591,920.1980534822732,10,Empresarial
122.42726190931727,501.99384807677194,14,Estándar
55.38232394709985,992.2364346750795,2,Estándar
80.66527389624436,852.9107081676448,3,Estándar
126.74907555033153,216.42540921376246,6,Estándar
84.53727976348006,931.2892624974771,9,Estándar
97.35067690539636,125.20273390662133,9,Estándar
146.1221085034543,819.2752114062797,7,Premium
90.81992967090363,386.81706054181427,12,Estándar
448.8988851900805,879.1945772406189,3,Premium
44.715704102512895,869.3761232063758,4,Básico
264.6331378372761,807.866146116445,6,Premium
208.14642935988246,792.1301319439908,11,Estándar
491.27741536976015,311.6323477070604,5,Premium
60.45925657318591,90.11009022073965,2,Básico
201.9385215276421,408.95037697750985,13,Estándar
484.8878644713076,181.7892698366436,6,Estándar
433.4260273175202,698.0015780134371,3,Premium
409.45067511989356,352.63872927240766,14,Estándar
132.66189938724523,975.8540988513157,8,Premium
89.58935575808258,644.5623565718787,2,Estándar
335.97839386259335,824.2557579980173,1,Premium
465.04111461815495,141.19942601442995,9,Estándar
280.5976320418952,863.3943374498963,14,Estándar
287.9482812876004,923.5296186082604,12,Estándar
143.58965136184065,492.1912996307465,3,Premium
385.89900193000875,610.1904083734677,11,Empresarial
97.58665553597407,767.1617028939655,1,Estándar
165.2212220201006,183.09024098780841,7,Estándar
215.5910371151263,507.540415698808,13,Estándar
256.2671374488052,404.67639749459,15,Estándar
124.99281754546472,154.91025224062662,10,Estándar
61.844228245905754,373.8590780686161,5,Estándar
307.2569210086081,77.49058629163864,5,Básico
147.8721238539266,35.553787879992115,14,Básico
292.7129196041931,143.81462626327453,1,Estándar
81.40954406073014,963.4839604732821,15,Estándar
243.16435041813466,554.0342405360668,15,Estándar
268.631769113035,966.1639395416878,9,Premium
30.65265072710132,438.17289954683065,7,Básico
171.61911770599067,318.697971754407,8,Premium
71.53526508479224,511.08044421184167,9,Estándar
36.37061038402003,445.11657174658103,6,Básico
495.0303150330229,114.60803741912648,12,Estándar
164.56515326248788,644.4180515433042,5,Premium
405.88785069804425,223.8778006845036,6,Estándar
131.0471241080631,623.3920753488513,11,Estándar
342.343847500845,653.6990814741719,2,Premium
381.31279064539484,160.50460459736163,4,Estándar
299.84117660088293,70.73613083956147,3,Básico
238.4302133323284,782.9539702077554,13,Estándar
208.8612525028979,465.20241953162696,7,Premium
177.68979193878266,67.58215755042103,9,Básico
465.1169264026738,994.9176539980695,5,Premium
416.15660685492594,67.20275538640297,6,Básico
482.68832077992374,698.0848765699676,10,Empresarial
66.52712562534464,983.8421360107794,14,Estándar
366.7794002258039,246.78830317376637,12,Estándar
469.4785261264137,150.8268750003242,12,Estándar
94.71036775200177,130.17109002820462,2,Estándar
37.91565234655486,310.2423960919196,3,Básico
371.8547213985792,110.03535290054022,3,Estándar
289.36419102405637,695.2397282771906,12,Estándar
421.7052444953447,71.66888014876207,12,Básico
74.1873264300133,514.3279068682918,15,Estándar
398.65731937064567,996.7298853144471,9,Premium
104.80552342363355,815.8305668109587,15,Estándar
86.00969171852373,619.0672438487007,7,Estándar
86.31156997584151,313.1910845787456,8,Estándar
408.21448651453414,627.6568779287221,11,Empresarial
334.27262424461907,531.7710492725352,10,Empresarial
263.91738526071407,431.8225500514678,11,Estándar
182.62108964113372,139.40327297279748,9,Estándar
439.2142677024886,887.738173088062,6,Premium
199.26032817420452,455.2868023331093,4,Premium
409.21672253843064,202.6762867025574,12,Estándar
222.37177974225813,374.0817573685167,1,Premium
191.58749256532926,419.98845500363774,8,Premium
234.0264939064552,829.2625166112056,7,Premium
154.18204771125033,736.278236755788,2,Premium
375.0666431872443,771.6118447049264,8,Premium
253.8465930957772,20.920951784360742,12,Básico
119.94528409767456,421.9924581979639,5,Premium
450.2894137709114,486.5307101189704,7,Premium
195.02615457973965,29.00035405482612,4,Básico
274.05866625142437,267.2150766575839,5,Estándar
453.7036949274507,762.6869248909137,8,Premium
313.9978079774261,145.73860867170907,1,Estándar
62.86453015064021,539.9570301380658,1,Estándar
470.2169011886702,223.04985329706514,15,Estándar
315.71548627035185,21.99956689745434,4,Básico
170.77827925525764,248.78944302354606,3,Estándar
73.93967596837669,976.1150173609533,13,Estándar
398.04246868879653,803.5217407641597,10,Empresarial
311.9360141846142,959.9808778778231,12,Empresarial
269.06324052827915,492.9755034870988,2,Premium
447.47682861022406,118.63883669072847,12,Estándar
395.3556195561427,552.479894083956,3,Premium
80.07906546771183,459.8335612143613,11,Estándar
159.30242355879636,845.9135119122197,15,Estándar
128.00212420816052,107.10175497640215,15,Estándar
373.2534148234751,493.3587256515604,11,Estándar
21.598555194210793,158.54817804704442,14,Básico
287.09539401130166,331.42916762115937,11,Estándar
382.41704944164184,739.9835066139217,1,Premium
438.998990197066,481.25794807507884,1,Premium
174.3304656143742,382.12940229431166,6,Premium
411.52236581264634,400.53151578433494,5,Premium
59.76270979282758,464.8523007219268,8,Estándar
423.9938844085865,787.1663783986863,2,Premium
68.10688785433129,893.163842050832,4,Estándar
201.6572088273818,955.781339638889,8,Premium
399.66120606087907,789.0343523927421,12,Empresarial
79.20912653764302,322.2528267905326,6,Estándar
118.47944064015753,691.2533590256767,1,Premium
362.5150213545678,443.227092814838,15,Estándar
361.4180855903068,262.12391582559064,4,Estándar
322.3680782782222,842.4628636316634,1,Premium
348.5044800112145,48.04208547270175,13,Básico
273.64859945706013,902.7443722140692,2,Premium
129.64053415894162,466.8626899784868,5,Premium
176.11951678444012,640.8294620401977,14,Estándar
94.8908698167057,662.7603829837249,8,Estándar
454.683027860146,896.166563299471,8,Premium
293.7789384092296,640.3029853455353,11,Estándar
203.42145129800176,617.7942489124612,3,Premium
233.6928728038457,75.98552015508307,11,Básico
473.9052531078486,523.2239417257521,13,Empresarial
80.9089445424597,158.66731080887124,4,Estándar
295.18376684831463,740.0594310342707,10,Estándar
255.41489604781066,517.0997016045478,11,Estándar
307.6698465401507,683.4255014162698,14,Empresarial
13.964540991316051,51.256171596360424,6,Básico
436.701334927355,93.94409588534519,11,Básico
466.3985498293881,719.1601541820554,11,Empresarial
284.7409258766584,81.36349263868664,10,Básico
349.84215781906164,80.544160487606,3,Básico
461.6371936827614,21.987390482538576,2,Básico
355.0831239851323,956.9363843164853,6,Premium
80.50682624255937,740.1332758644169,11,Estándar
290.2627382825725,359.71889441704354,13,Estándar
305.32394795951365,303.5702254747787,15,Estándar
214.9446822946811,356.20619744839104,5,Premium
369.5398966342378,776.90699586937,14,Empresarial
467.51167231066233,664.7569049597103,10,Empresarial
463.1564138888543,193.34361218879326,5,Estándar
228.1654888450454,182.3682419807435,10,Estándar
61.05283269117385,107.41169321626334,13,Estándar
492.4963934863556,663.6996925043247,5,Premium
420.25455279073736,766.7289355995185,10,Empresarial
66.70802719561709,272.395964041754,12,Estándar
460.8167318955993,30.735511420603682,5,Básico
435.5986992207535,91.34995080166307,3,Básico
261.8248382774057,968.1814344965802,7,Premium
297.68134069373997,302.4903297026461,6,Premium
202.50633841571448,771.5309163597523,4,Premium
32.107011216905505,628.4169331657212,2,Básico
170.92263461472095,388.12024325636696,12,Estándar
402.4124570560157,213.63038957359956,9,Estándar
7.292851387278415,130.17255397781236,1,Básico
170.08208998711638,618.8628383584779,13,Estándar
202.09350332751694,776.8874428314101,13,Estándar
271.0108234542718,647.4652110057194,11,Estándar
460.32853012431644,534.9991119166667,15,Empresarial
176.44126721115083,51.5317111973199,14,Básico
176.7418349386327,968.80388981844,4,Premium
370.06311781432544,800.7270497380289,1,Premium
228.84788074045454,299.8938163339551,13,Estándar
116.17938735529107,980.1706260652621,6,Premium
228.95756048568325,605.8627737399589,4,Premium
74.72422508800094,586.598431625174,5,Estándar
92.31155832058053,750.5924476352368,5,Estándar
251.69204750604248,813.6520902092362,9,Premium
212.3680975047512,659.9138212581876,1,Premium
457.8487210287095,136.81478890253803,13,Estándar
184.38498006273338,344.8848309345534,2,Premium
292.39123338763153,928.8028039227893,13,Estándar
317.97082252016753,232.36945572541342,6,Estándar
11.48175601122515,378.4453535991382,5,Básico
333.45099914827176,437.75611411475404,11,Estándar
93.12780360052696,445.01093979750766,7,Estándar
480.7298071473803,616.8101866695803,3,Premium
78.58805023779091,943.6450793672606,3,Estándar
210.23894124487674,248.2857847141799,10,Estándar
47.24808569892871,130.28636253790887,2,Básico
498.4527546637439,205.49578496133793,13,Estándar
253.58653011396507,888.0556512071768,3,Premium
299.71558357342167,649.3527045286539,10,Estándar
38.2028563072716,293.0477213467685,1,Básico
376.230432847593,817.7874695789311,5,Premium
108.90326858231495,862.7562963998016,14,Estándar
449.53687327315333,848.0491953033752,15,Empresarial
106.54412203859354,919.7372683031589,12,Estándar
99.39042172851495,259.718609971628,5,Estándar
23.092085584806966,757.4915094588155,12,Básico
238.67313782944962,465.9341023013986,11,Estándar
284.59636096499514,843.5785673611609,7,Premium
37.52577651703442,731.205770389997,4,Básico
388.8861702640302,778.6829720347274,3,Premium
229.37797320027366,659.6002193042608,1,Premium
264.57318331715214,185.6544817750098,12,Estándar
223.17755973442294,549.576649707969,15,Estándar
203.37771513328636,984.8230421292632,8,Premium
282.02196399756787,938.0141858321477,13,Estándar
81.8439217357027,52.74199843904155,3,Básico
95.0544245951592,173.16666757214276,13,Estándar
431.5838824016911,140.4114857200163,15,Estándar
473.3271537561482,728.7201108854425,2,Premium
189.7881115584777,819.6074765583757,11,Estándar
139.01861320605911,221.3762526475652,4,Estándar
323.7797739033128,510.7941660223107,3,Premium
207.3234146935577,842.295997731088,13,Estándar
17.566246051870706,735.4735293185881,1,Básico
82.29553569626422,546.8148334369298,3,Estándar
359.4062532794618,594.4442135541851,12,Empresarial
331.1673512455249,513.2769414471172,2,Premium
18.412516289224328,304.57296680563235,8,Básico
114.87622015680998,569.371772930426,6,Premium
119.38202431109534,691.9964490295898,9,Premium
337.58690808137055,874.5896867021996,8,Premium
14.756716188410257,639.9284404394556,10,Básico
56.533748082364056,763.5103216727264,3,Estándar
400.9584622597287,168.47091860502726,5,Estándar
93.37960771689514,466.94189967559197,7,Estándar
328.109323386678,19.238303628822365,5,Básico
122.90047661812963,254.2120758764068,8,Estándar
54.223489415875854,729.1970979618748,12,Estándar
125.37023454472977,991.8918518358698,5,Premium
362.5221312685513,108.18631859134375,1,Estándar
428.56975171261143,407.4793727026754,5,Premium
415.95883296066086,802.0702590121679,4,Premium
201.60584716113513,211.99527828260986,6,Estándar
335.70214260246985,559.5340998092634,3,Premium
106.46722623083139,735.7405830693781,15,Estándar
150.10812647920156,619.8255957575773,11,Estándar
448.6862301679543,196.14448726926196,5,Estándar
11.435952137814336,361.83072299888204,2,Básico
47.3267227729617,785.9538666405432,11,Básico
107.90369629728352,558.6842489906965,6,Premium
18.13344091754076,15.17731740748361,13,Básico
94.81054036944967,763.3808524278129,15,Estándar
293.60557267999764,44.958241390836676,12,Básico
213.6051525432865,748.2764449039198,6,Premium
446.87249698310256,210.45575456358503,5,Estándar
409.63456306052825,958.4927453181864,6,Premium
174.1995890904486,374.26134378906363,11,Estándar
133.41459954848978,333.6623001746983,7,Premium
192.94774204279713,157.39916982912024,12,Estándar
297.1959965448298,312.54817333531275,5,Premium
137.69150220732374,877.8842542099186,1,Premium
313.95370938532136,996.3709942509748,8,Premium
207.65876783466402,374.6264352017798,4,Premium
278.2633545217302,454.12452464499717,9,Premium
220.88263192198175,724.8502288207097,14,Estándar
150.76055097324925,887.3338226604238,10,Estándar
474.48438694626753,597.1138908449163,12,Empresarial
382.9848681090816,397.61044119605106,6,Premium
74.356022004394,418.4956224401375,1,Estándar
434.89164806946684,698.6619650318388,3,Premium
246.27844313350926,13.186080968235895,3,Básico
447.80335231257527,623.3934440852423,10,Empresarial
400.92835169392106,361.9380803369438,12,Estándar
215.48068471227054,796.2553579643134,12,Estándar
16.122307618458112,102.06073342490083,4,Básico
137.99529289554832,592.3202442789066,6,Premium
273.10893625712913,486.16316098726253,15,Estándar
318.5717188139429,645.9022706461751,7,Premium
132.65440428943515,74.20505853813866,10,Básico
73.98125666604794,584.18394955385,4,Estándar
418.29046721565305,565.8697420799285,6,Premium
492.2790794482583,565.0534934720092,11,Empresarial
265.2166402398295,607.4527899304902,1,Premium
89.98124649491024,679.7032578540986,14,Estándar
139.79212662708764,806.9391096839621,8,Premium
14.103384890996033,277.1225129269322,7,Básico
457.577909247447,826.7989160782614,15,Empresarial
63.286786030619865,503.2731254408191,11,Estándar
290.3756553795555,86.28769634298786,11,Básico
140.65733424016696,67.96541995153942,9,Básico
279.31811124531777,340.8959355091002,3,Premium
327.4530922341728,787.0480073403529,2,Premium
415.7221928350648,710.6041253935066,1,Premium
107.17852952149859,790.7288150256824,3,Premium
10.442935185947835,522.0963658771933,5,Básico
72.7583868840596,445.7970079759356,14,Estándar
450.509227714812,155.97800143922112,11,Estándar
437.57558839344506,334.91082607321846,2,Premium
300.7194855743026,439.6791725121365,12,Estándar
302.25584591465844,97.71442538282106,3,Básico
334.19315390039645,228.40583318409915,15,Estándar
91.80878291860755,602.2430411231014,15,Estándar
457.6339132328551,738.3064830967979,15,Empresarial
212.2914098215762,998.3640362790202,4,Premium
194.65357148350125,933.7821980301221,7,Premium
261.8642641150046,646.1395475398397,13,Estándar
28.248153553652248,427.0355727611313,3,Básico
87.31026753425931,639.8155910611504,15,Estándar
370.32664013105335,787.7951018994297,9,Premium
45.9853406229376,127.15282901415344,8,Básico
303.5602941858622,415.8058407993254,4,Premium
126.44780929225388,841.404262779261,13,Estándar
197.7013289507784,389.99462241371356,1,Premium
147.90339970149643,576.1535485149146,1,Premium
181.05799465014982,591.8916672535762,1,Premium
360.9277230662015,192.63149060230296,1,Estándar
152.07524923347162,368.6130872357655,8,Premium
285.3702969469641,341.1661758545128,3,Premium
240.64494908855434,35.93474144674414,15,Básico
333.51722685451085,33.94984625244169,6,Básico
468.7307209657552,833.3800732390157,3,Premium
367.6231881190739,280.3401018730843,11,Estándar
111.39548740242459,522.8979785764272,5,Premium
20.435651855335912,305.7383178528853,13,Básico
134.82070192841343,941.2724526641871,15,Estándar
299.5635756966261,266.703791277116,14,Estándar
30.455777674703924,435.36024461154574,13,Básico
250.701292364612,874.0029479797558,15,Estándar
300.43721021386017,843.5142311238906,7,Premium
170.4507259543956,194.24040366781455,2,Estándar
386.60154085418185,804.6168766977534,6,Premium
57.76613530121704,463.60501787051373,13,Estándar
42.193201959225334,488.13918336450166,6,Básico
365.4534343207837,142.14517269178435,11,Estándar
250.26820152206824,89.79549861955341,3,Básico
345.75918623172936,730.6599139040276,6,Premium
220.23953260885438,501.49654083174676,10,Estándar
126.96900645335788,442.48219558902775,10,Estándar
410.45564724872884,732.2131463658727,14,Empresarial
400.7108600896447,767.8577700011987,5,Premium
348.87475307294125,167.31908599266004,12,Estándar
139.71184292883154,614.1228979828649,2,Premium
297.1641801001981,144.00054145490867,9,Estándar
183.68207898531327,753.8613351687552,8,Premium
50.33312629668391,660.3856047044682,3,Estándar
459.07021985381016,957.0484748726234,8,Premium
72.72522230488589,78.26843619285697,14,Básico
475.3674901412972,66.48417393974177,9,Básico
225.7728576141881,289.36520394626814,14,Estándar
